page,elementType,state,selector,text,textColor,bgColor,ratio,wcagAA,wcagAAA,fontSize,fontWeight,isLargeText,isDisabled
Cart,text,default,p,COPYRIGHT © 2024. All Rights Reserved By YEM,"rgb(156, 163, 175)","rgba(0, 0, 0, 0.2)",8.27,PASS,PASS,13.6px,400,,
Checkout,button,default,.m-btn,ابدأ التسوق,"rgb(195, 0, 47)","rgb(195, 0, 47)",1.00,FAIL,FAIL,14px,500,,
Checkout,button,default,button:not([type=""hidden""]),العربية,"rgba(255, 255, 255, 0.9)","rgb(255, 255, 255)",1.00,FAIL,FAIL,13px,400,,
Checkout,button,default,button:not([type=""hidden""]),SAR
                            SAR,"rgba(255, 255, 255, 0.9)","rgb(255, 255, 255)",1.00,FAIL,FAIL,13px,400,,
Checkout,button,default,button:not([type=""hidden""]),الحساب,"rgb(17, 24, 39)","rgb(249, 250, 251)",16.98,PASS,PASS,16px,400,,
Checkout,button,default,button:not([type=""hidden""]),كل الفئات,"rgb(33, 37, 41)","rgb(255, 255, 255)",15.43,PASS,PASS,16px,400,,
Checkout,button,default,button:not([type=""hidden""]),Menu,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,11px,400,,
Checkout,button,default,button:not([type=""hidden""]),التصنيفات,"rgb(107, 114, 128)","rgb(255, 255, 255)",4.83,PASS,FAIL,11px,400,,
Checkout,button,default,button:not([type=""hidden""]),الحساب,"rgb(107, 114, 128)","rgb(255, 255, 255)",4.83,PASS,FAIL,11px,400,,
Checkout,button,default,button:not([type=""hidden""]),الصفحات,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,16px,400,,
Checkout,button,default,button:not([type=""hidden""]),Show Products,"rgb(255, 255, 255)","rgb(195, 0, 47)",6.25,PASS,FAIL,15px,600,,
Checkout,button,default,button:not([type=""hidden""]),Reset settings,"rgb(85, 85, 85)","rgb(255, 255, 255)",7.46,PASS,PASS,13px,400,,
Checkout,button,default,button:not([type=""hidden""]),Search,"rgb(85, 85, 85)","rgb(255, 255, 255)",7.46,PASS,PASS,13px,400,,
Checkout,button,default,[type=""submit""],Search,"rgb(85, 85, 85)","rgb(255, 255, 255)",7.46,PASS,PASS,13px,400,,
Checkout,link,default,a:not(.btn):not(.nav-link),0506552294,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Checkout,link,default,a:not(.btn):not(.nav-link),partstore.a@gmail.com,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Checkout,link,default,a:not(.btn):not(.nav-link),English,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Checkout,link,default,a:not(.btn):not(.nav-link),العربية,"rgb(195, 0, 47)","rgb(249, 250, 251)",5.98,PASS,FAIL,14px,400,,
Checkout,link,default,a:not(.btn):not(.nav-link),USD,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Checkout,link,default,a:not(.btn):not(.nav-link),SAR,"rgb(195, 0, 47)","rgb(249, 250, 251)",5.98,PASS,FAIL,14px,400,,
Checkout,link,default,a:not(.btn):not(.nav-link),Become Vendor,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Checkout,link,default,a:not(.btn):not(.nav-link),المندوب,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Checkout,link,default,a:not(.btn):not(.nav-link),تسجيل الدخول,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,16px,400,,
Checkout,label,default,label,الفئة,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,13px,600,,
Checkout,label,default,label,Model,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,13px,600,,
Checkout,label,default,label,Part Type,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,13px,600,,
Checkout,label,default,label,Hide empty tabs until they have data,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,14px,400,,
Checkout,label,default,label,Automatically show new incoming Ajax requests,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,14px,400,,
Checkout,heading,default,"h1, h2, h3, h4",سلة الشراء,"rgb(255, 255, 255)","rgb(255, 255, 255)",1.00,FAIL,FAIL,48px,700,true,
Checkout,heading,default,"h1, h2, h3, h4",سلة التسوق فارغة,"rgb(33, 37, 41)","rgb(243, 244, 246)",14.02,PASS,PASS,32px,600,true,
Checkout,text,default,p,"Login or create an account to access your orders, ","rgb(107, 114, 128)","rgb(255, 255, 255)",4.83,PASS,FAIL,13px,400,,
Checkout,text,default,p,أضف بعض المنتجات إلى سلتك,"rgb(107, 114, 128)","rgb(243, 244, 246)",4.39,FAIL,FAIL,16px,400,,
Checkout,text,default,p,Your trusted source for genuine auto parts and acc,"rgb(156, 163, 175)","rgb(255, 255, 255)",2.54,FAIL,FAIL,14.4px,400,,
Checkout,text,default,p,Subscribe to get updates on new catalogItems and offer,"rgb(156, 163, 175)","rgb(255, 255, 255)",2.54,FAIL,FAIL,14.4px,400,,
Checkout,text,default,p,COPYRIGHT © 2024. All Rights Reserved By YEM,"rgb(156, 163, 175)","rgba(0, 0, 0, 0.2)",8.27,PASS,PASS,13.6px,400,,
Login,button,default,.btn,العودة إلى الصفحة الرئيسية,"rgb(255, 255, 255)","rgb(31, 41, 55)",14.68,PASS,PASS,14px,400,,
Login,button,default,button:not([type=""hidden""]),العربية,"rgba(255, 255, 255, 0.9)","rgb(255, 255, 255)",1.00,FAIL,FAIL,13px,400,,
Login,button,default,button:not([type=""hidden""]),SAR
                            SAR,"rgba(255, 255, 255, 0.9)","rgb(255, 255, 255)",1.00,FAIL,FAIL,13px,400,,
Login,button,default,button:not([type=""hidden""]),الحساب,"rgb(17, 24, 39)","rgb(249, 250, 251)",16.98,PASS,PASS,16px,400,,
Login,button,default,button:not([type=""hidden""]),كل الفئات,"rgb(33, 37, 41)","rgb(255, 255, 255)",15.43,PASS,PASS,16px,400,,
Login,button,default,button:not([type=""hidden""]),Menu,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,11px,400,,
Login,button,default,button:not([type=""hidden""]),التصنيفات,"rgb(107, 114, 128)","rgb(255, 255, 255)",4.83,PASS,FAIL,11px,400,,
Login,button,default,button:not([type=""hidden""]),الحساب,"rgb(107, 114, 128)","rgb(255, 255, 255)",4.83,PASS,FAIL,11px,400,,
Login,button,default,button:not([type=""hidden""]),الصفحات,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,16px,400,,
Login,button,default,button:not([type=""hidden""]),Show Products,"rgb(255, 255, 255)","rgb(195, 0, 47)",6.25,PASS,FAIL,15px,600,,
Login,button,default,button:not([type=""hidden""]),Reset settings,"rgb(85, 85, 85)","rgb(255, 255, 255)",7.46,PASS,PASS,13px,400,,
Login,button,default,button:not([type=""hidden""]),Search,"rgb(85, 85, 85)","rgb(255, 255, 255)",7.46,PASS,PASS,13px,400,,
Login,button,default,[type=""submit""],Search,"rgb(85, 85, 85)","rgb(255, 255, 255)",7.46,PASS,PASS,13px,400,,
Login,link,default,a:not(.btn):not(.nav-link),0506552294,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Login,link,default,a:not(.btn):not(.nav-link),partstore.a@gmail.com,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Login,link,default,a:not(.btn):not(.nav-link),English,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Login,link,default,a:not(.btn):not(.nav-link),العربية,"rgb(195, 0, 47)","rgb(249, 250, 251)",5.98,PASS,FAIL,14px,400,,
Login,link,default,a:not(.btn):not(.nav-link),USD,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Login,link,default,a:not(.btn):not(.nav-link),SAR,"rgb(195, 0, 47)","rgb(249, 250, 251)",5.98,PASS,FAIL,14px,400,,
Login,link,default,a:not(.btn):not(.nav-link),Become Vendor,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Login,link,default,a:not(.btn):not(.nav-link),المندوب,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Login,link,default,a:not(.btn):not(.nav-link),تسجيل الدخول,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,16px,400,,
Login,label,default,label,الفئة,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,13px,600,,
Login,label,default,label,Model,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,13px,600,,
Login,label,default,label,Part Type,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,13px,600,,
Login,label,default,label,Hide empty tabs until they have data,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,14px,400,,
Login,label,default,label,Automatically show new incoming Ajax requests,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,14px,400,,
Login,heading,default,"h1, h2, h3, h4",Error Page,"rgb(55, 65, 81)","rgb(249, 250, 251)",9.86,PASS,PASS,40px,600,true,
Login,heading,default,"h1, h2, h3, h4",صفحة 404 - لم يتم العثور عليها,"rgb(33, 37, 41)","rgb(255, 255, 255)",15.43,PASS,PASS,48px,700,true,
Login,text,default,p,"Login or create an account to access your orders, ","rgb(107, 114, 128)","rgb(255, 255, 255)",4.83,PASS,FAIL,13px,400,,
Login,text,default,p,الصفحة التي تبحث عنها غير موجودة أو حدث خطأ آخر. ا,"rgb(33, 37, 41)","rgb(255, 255, 255)",15.43,PASS,PASS,16px,400,,
Login,text,default,p,Your trusted source for genuine auto parts and acc,"rgb(156, 163, 175)","rgb(255, 255, 255)",2.54,FAIL,FAIL,14.4px,400,,
Login,text,default,p,Subscribe to get updates on new catalogItems and offer,"rgb(156, 163, 175)","rgb(255, 255, 255)",2.54,FAIL,FAIL,14.4px,400,,
Login,text,default,p,COPYRIGHT © 2024. All Rights Reserved By YEM,"rgb(156, 163, 175)","rgba(0, 0, 0, 0.2)",8.27,PASS,PASS,13.6px,400,,
Register,button,default,.btn,العودة إلى الصفحة الرئيسية,"rgb(255, 255, 255)","rgb(31, 41, 55)",14.68,PASS,PASS,14px,400,,
Register,button,default,button:not([type=""hidden""]),العربية,"rgba(255, 255, 255, 0.9)","rgb(255, 255, 255)",1.00,FAIL,FAIL,13px,400,,
Register,button,default,button:not([type=""hidden""]),SAR
                            SAR,"rgba(255, 255, 255, 0.9)","rgb(255, 255, 255)",1.00,FAIL,FAIL,13px,400,,
Register,button,default,button:not([type=""hidden""]),الحساب,"rgb(17, 24, 39)","rgb(249, 250, 251)",16.98,PASS,PASS,16px,400,,
Register,button,default,button:not([type=""hidden""]),كل الفئات,"rgb(33, 37, 41)","rgb(255, 255, 255)",15.43,PASS,PASS,16px,400,,
Register,button,default,button:not([type=""hidden""]),Menu,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,11px,400,,
Register,button,default,button:not([type=""hidden""]),التصنيفات,"rgb(107, 114, 128)","rgb(255, 255, 255)",4.83,PASS,FAIL,11px,400,,
Register,button,default,button:not([type=""hidden""]),الحساب,"rgb(107, 114, 128)","rgb(255, 255, 255)",4.83,PASS,FAIL,11px,400,,
Register,button,default,button:not([type=""hidden""]),الصفحات,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,16px,400,,
Register,button,default,button:not([type=""hidden""]),Show Products,"rgb(255, 255, 255)","rgb(195, 0, 47)",6.25,PASS,FAIL,15px,600,,
Register,button,default,button:not([type=""hidden""]),Reset settings,"rgb(85, 85, 85)","rgb(255, 255, 255)",7.46,PASS,PASS,13px,400,,
Register,button,default,button:not([type=""hidden""]),Search,"rgb(85, 85, 85)","rgb(255, 255, 255)",7.46,PASS,PASS,13px,400,,
Register,button,default,[type=""submit""],Search,"rgb(85, 85, 85)","rgb(255, 255, 255)",7.46,PASS,PASS,13px,400,,
Register,link,default,a:not(.btn):not(.nav-link),0506552294,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Register,link,default,a:not(.btn):not(.nav-link),partstore.a@gmail.com,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Register,link,default,a:not(.btn):not(.nav-link),English,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Register,link,default,a:not(.btn):not(.nav-link),العربية,"rgb(195, 0, 47)","rgb(249, 250, 251)",5.98,PASS,FAIL,14px,400,,
Register,link,default,a:not(.btn):not(.nav-link),USD,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Register,link,default,a:not(.btn):not(.nav-link),SAR,"rgb(195, 0, 47)","rgb(249, 250, 251)",5.98,PASS,FAIL,14px,400,,
Register,link,default,a:not(.btn):not(.nav-link),Become Vendor,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Register,link,default,a:not(.btn):not(.nav-link),المندوب,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Register,link,default,a:not(.btn):not(.nav-link),تسجيل الدخول,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,16px,400,,
Register,label,default,label,الفئة,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,13px,600,,
Register,label,default,label,Model,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,13px,600,,
Register,label,default,label,Part Type,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,13px,600,,
Register,label,default,label,Hide empty tabs until they have data,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,14px,400,,
Register,label,default,label,Automatically show new incoming Ajax requests,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,14px,400,,
Register,heading,default,"h1, h2, h3, h4",Error Page,"rgb(55, 65, 81)","rgb(249, 250, 251)",9.86,PASS,PASS,40px,600,true,
Register,heading,default,"h1, h2, h3, h4",صفحة 404 - لم يتم العثور عليها,"rgb(33, 37, 41)","rgb(255, 255, 255)",15.43,PASS,PASS,48px,700,true,
Register,text,default,p,"Login or create an account to access your orders, ","rgb(107, 114, 128)","rgb(255, 255, 255)",4.83,PASS,FAIL,13px,400,,
Register,text,default,p,الصفحة التي تبحث عنها غير موجودة أو حدث خطأ آخر. ا,"rgb(33, 37, 41)","rgb(255, 255, 255)",15.43,PASS,PASS,16px,400,,
Register,text,default,p,Your trusted source for genuine auto parts and acc,"rgb(156, 163, 175)","rgb(255, 255, 255)",2.54,FAIL,FAIL,14.4px,400,,
Register,text,default,p,Subscribe to get updates on new catalogItems and offer,"rgb(156, 163, 175)","rgb(255, 255, 255)",2.54,FAIL,FAIL,14.4px,400,,
Register,text,default,p,COPYRIGHT © 2024. All Rights Reserved By YEM,"rgb(156, 163, 175)","rgba(0, 0, 0, 0.2)",8.27,PASS,PASS,13.6px,400,,
Blog,button,default,button:not([type=""hidden""]),العربية,"rgba(255, 255, 255, 0.9)","rgb(255, 255, 255)",1.00,FAIL,FAIL,13px,400,,
Blog,button,default,button:not([type=""hidden""]),SAR
                            SAR,"rgba(255, 255, 255, 0.9)","rgb(255, 255, 255)",1.00,FAIL,FAIL,13px,400,,
Blog,button,default,button:not([type=""hidden""]),الحساب,"rgb(17, 24, 39)","rgb(249, 250, 251)",16.98,PASS,PASS,16px,400,,
Blog,button,default,button:not([type=""hidden""]),كل الفئات,"rgb(33, 37, 41)","rgb(255, 255, 255)",15.43,PASS,PASS,16px,400,,
Blog,button,default,button:not([type=""hidden""]),Menu,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,11px,400,,
Blog,button,default,button:not([type=""hidden""]),التصنيفات,"rgb(107, 114, 128)","rgb(255, 255, 255)",4.83,PASS,FAIL,11px,400,,
Blog,button,default,button:not([type=""hidden""]),الحساب,"rgb(107, 114, 128)","rgb(255, 255, 255)",4.83,PASS,FAIL,11px,400,,
Blog,button,default,button:not([type=""hidden""]),الصفحات,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,16px,400,,
Blog,button,default,button:not([type=""hidden""]),Show Products,"rgb(255, 255, 255)","rgb(195, 0, 47)",6.25,PASS,FAIL,15px,600,,
Blog,button,default,button:not([type=""hidden""]),Reset settings,"rgb(85, 85, 85)","rgb(255, 255, 255)",7.46,PASS,PASS,13px,400,,
Blog,button,default,button:not([type=""hidden""]),Search,"rgb(85, 85, 85)","rgb(255, 255, 255)",7.46,PASS,PASS,13px,400,,
Blog,button,default,[type=""submit""],Search,"rgb(85, 85, 85)","rgb(255, 255, 255)",7.46,PASS,PASS,13px,400,,
Blog,button,default,.template-btn,اقرأ المزيد,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Blog,button,default,.template-btn,اقرأ المزيد,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Blog,link,default,a:not(.btn):not(.nav-link),0506552294,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Blog,link,default,a:not(.btn):not(.nav-link),partstore.a@gmail.com,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Blog,link,default,a:not(.btn):not(.nav-link),English,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Blog,link,default,a:not(.btn):not(.nav-link),العربية,"rgb(195, 0, 47)","rgb(249, 250, 251)",5.98,PASS,FAIL,14px,400,,
Blog,link,default,a:not(.btn):not(.nav-link),USD,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Blog,link,default,a:not(.btn):not(.nav-link),SAR,"rgb(195, 0, 47)","rgb(249, 250, 251)",5.98,PASS,FAIL,14px,400,,
Blog,link,default,a:not(.btn):not(.nav-link),Become Vendor,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Blog,link,default,a:not(.btn):not(.nav-link),المندوب,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Blog,link,default,a:not(.btn):not(.nav-link),تسجيل الدخول,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,16px,400,,
Blog,label,default,label,الفئة,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,13px,600,,
Blog,label,default,label,Model,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,13px,600,,
Blog,label,default,label,Part Type,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,13px,600,,
Blog,label,default,label,Hide empty tabs until they have data,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,14px,400,,
Blog,label,default,label,Automatically show new incoming Ajax requests,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,14px,400,,
Blog,heading,default,"h1, h2, h3, h4",المدونة,"rgb(255, 255, 255)","rgb(255, 255, 255)",1.00,FAIL,FAIL,48px,700,true,
Blog,heading,default,"h1, h2, h3, h4",NISSAN OFFERS  SPECIAL OfferS,"rgb(33, 37, 41)","rgb(255, 255, 255)",15.43,PASS,PASS,32px,600,true,
Blog,heading,default,"h1, h2, h3, h4",FIND YOUR PERFECT NISSAN,"rgb(33, 37, 41)","rgb(255, 255, 255)",15.43,PASS,PASS,32px,600,true,
Blog,text,default,p,"Login or create an account to access your orders, ","rgb(107, 114, 128)","rgb(255, 255, 255)",4.83,PASS,FAIL,13px,400,,
Blog,text,default,p,عروض نيسانعروض خاصةإشتر الآن وأدفع في رمضان 2025أم,"rgb(55, 65, 81)","rgb(255, 255, 255)",10.31,PASS,PASS,16px,400,,
Blog,text,default,p,DISCOVER OUR EXCITING &amp; EXTENSIVE RANGEFIND YO,"rgb(55, 65, 81)","rgb(255, 255, 255)",10.31,PASS,PASS,16px,400,,
Blog,text,default,p,Your trusted source for genuine auto parts and acc,"rgb(156, 163, 175)","rgb(255, 255, 255)",2.54,FAIL,FAIL,14.4px,400,,
Blog,text,default,p,Subscribe to get updates on new catalogItems and offer,"rgb(156, 163, 175)","rgb(255, 255, 255)",2.54,FAIL,FAIL,14.4px,400,,
Brands,button,default,.btn,العودة إلى الصفحة الرئيسية,"rgb(255, 255, 255)","rgb(31, 41, 55)",14.68,PASS,PASS,14px,400,,
Brands,button,default,button:not([type=""hidden""]),العربية,"rgba(255, 255, 255, 0.9)","rgb(255, 255, 255)",1.00,FAIL,FAIL,13px,400,,
Brands,button,default,button:not([type=""hidden""]),SAR
                            SAR,"rgba(255, 255, 255, 0.9)","rgb(255, 255, 255)",1.00,FAIL,FAIL,13px,400,,
Brands,button,default,button:not([type=""hidden""]),الحساب,"rgb(17, 24, 39)","rgb(249, 250, 251)",16.98,PASS,PASS,16px,400,,
Brands,button,default,button:not([type=""hidden""]),كل الفئات,"rgb(33, 37, 41)","rgb(255, 255, 255)",15.43,PASS,PASS,16px,400,,
Brands,button,default,button:not([type=""hidden""]),Menu,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,11px,400,,
Brands,button,default,button:not([type=""hidden""]),التصنيفات,"rgb(107, 114, 128)","rgb(255, 255, 255)",4.83,PASS,FAIL,11px,400,,
Brands,button,default,button:not([type=""hidden""]),الحساب,"rgb(107, 114, 128)","rgb(255, 255, 255)",4.83,PASS,FAIL,11px,400,,
Brands,button,default,button:not([type=""hidden""]),الصفحات,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,16px,400,,
Brands,button,default,button:not([type=""hidden""]),Show Products,"rgb(255, 255, 255)","rgb(195, 0, 47)",6.25,PASS,FAIL,15px,600,,
Brands,button,default,button:not([type=""hidden""]),Reset settings,"rgb(85, 85, 85)","rgb(255, 255, 255)",7.46,PASS,PASS,13px,400,,
Brands,button,default,button:not([type=""hidden""]),Search,"rgb(85, 85, 85)","rgb(255, 255, 255)",7.46,PASS,PASS,13px,400,,
Brands,button,default,[type=""submit""],Search,"rgb(85, 85, 85)","rgb(255, 255, 255)",7.46,PASS,PASS,13px,400,,
Brands,link,default,a:not(.btn):not(.nav-link),0506552294,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Brands,link,default,a:not(.btn):not(.nav-link),partstore.a@gmail.com,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Brands,link,default,a:not(.btn):not(.nav-link),English,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Brands,link,default,a:not(.btn):not(.nav-link),العربية,"rgb(195, 0, 47)","rgb(249, 250, 251)",5.98,PASS,FAIL,14px,400,,
Brands,link,default,a:not(.btn):not(.nav-link),USD,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Brands,link,default,a:not(.btn):not(.nav-link),SAR,"rgb(195, 0, 47)","rgb(249, 250, 251)",5.98,PASS,FAIL,14px,400,,
Brands,link,default,a:not(.btn):not(.nav-link),Become Vendor,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Brands,link,default,a:not(.btn):not(.nav-link),المندوب,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,14px,400,,
Brands,link,default,a:not(.btn):not(.nav-link),تسجيل الدخول,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,16px,400,,
Brands,label,default,label,الفئة,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,13px,600,,
Brands,label,default,label,Model,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,13px,600,,
Brands,label,default,label,Part Type,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,13px,600,,
Brands,label,default,label,Hide empty tabs until they have data,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,14px,400,,
Brands,label,default,label,Automatically show new incoming Ajax requests,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,14px,400,,
Brands,heading,default,"h1, h2, h3, h4",Error Page,"rgb(55, 65, 81)","rgb(249, 250, 251)",9.86,PASS,PASS,40px,600,true,
Brands,heading,default,"h1, h2, h3, h4",صفحة 404 - لم يتم العثور عليها,"rgb(33, 37, 41)","rgb(255, 255, 255)",15.43,PASS,PASS,48px,700,true,
Brands,text,default,p,"Login or create an account to access your orders, ","rgb(107, 114, 128)","rgb(255, 255, 255)",4.83,PASS,FAIL,13px,400,,
Brands,text,default,p,الصفحة التي تبحث عنها غير موجودة أو حدث خطأ آخر. ا,"rgb(33, 37, 41)","rgb(255, 255, 255)",15.43,PASS,PASS,16px,400,,
Brands,text,default,p,Your trusted source for genuine auto parts and acc,"rgb(156, 163, 175)","rgb(255, 255, 255)",2.54,FAIL,FAIL,14.4px,400,,
Brands,text,default,p,Subscribe to get updates on new catalogItems and offer,"rgb(156, 163, 175)","rgb(255, 255, 255)",2.54,FAIL,FAIL,14.4px,400,,
Brands,text,default,p,COPYRIGHT © 2024. All Rights Reserved By YEM,"rgb(156, 163, 175)","rgba(0, 0, 0, 0.2)",8.27,PASS,PASS,13.6px,400,,
Category: nissan,button,default,.btn,Clear Selection,"rgb(31, 41, 55)","rgb(255, 255, 255)",14.68,PASS,PASS,13px,400,,
Category: nissan,button,default,button:not([type=""hidden""]),العربية,"rgba(255, 255, 255, 0.9)","rgb(255, 255, 255)",1.00,FAIL,FAIL,13px,400,,
Category: nissan,button,default,button:not([type=""hidden""]),SAR
                            SAR,"rgba(255, 255, 255, 0.9)","rgb(255, 255, 255)",1.00,FAIL,FAIL,13px,400,,
Category: nissan,button,default,button:not([type=""hidden""]),الحساب,"rgb(17, 24, 39)","rgb(249, 250, 251)",16.98,PASS,PASS,16px,400,,
Category: nissan,button,default,button:not([type=""hidden""]),كل الفئات,"rgb(33, 37, 41)","rgb(255, 255, 255)",15.43,PASS,PASS,16px,400,,
Category: nissan,button,default,button:not([type=""hidden""]),Menu,"rgb(195, 0, 47)","rgb(255, 255, 255)",6.25,PASS,FAIL,11px,400,,
Category: nissan,button,default,button:not([type=""hidden""]),التصنيفات,"rgb(107, 114, 128)","rgb(255, 255, 255)",4.83,PASS,FAIL,11px,400,,
Category: nissan,button,default,button:not([type=""hidden""]),الحساب,"rgb(107, 114, 128)","rgb(255, 255, 255)",4.83,PASS,FAIL,11px,400,,
Category: nissan,button,default,button:not([type=""hidden""]),الصفحات,"rgb(17, 24, 39)","rgb(255, 255, 255)",17.74,PASS,PASS,16px,400,,
Category: nissan,button,default,button:not([type=""hidden""]),Show Products,"rgb(255, 255, 255)","rgb(195, 0, 47)",6.25,PASS,FAIL,15px,600,,
Category: nissan,button,default,button:not([type=""hidden""]),أضف إلى السلة,"rgb(255, 255, 255)","rgb(195, 0, 47)",6.25,PASS,FAIL,14px,600,,
Category: nissan,button,default,button:not([type=""hidden""]),أضف إلى السلة,"rgb(255, 255, 255)","rgb(195, 0, 47)",6.25,PASS,FAIL,14px,600,,
Category: nissan,button,default,button:not([type=""hidden""]),أضف إلى السلة,"rgb(255, 255, 255)","rgb(195, 0, 47)",6.25,PASS,FAIL,14px,600,,
